"tag","cluster","eigen_centrality","betweenness","closeness","degree.res","degree.centralization","degree.theoretical_max","theme"
"marguerite daisy",20,0.00010597100332695,3.59292668424838,9.1066387396412e-05,22,0.377733628095018,7433802,"biota"
"wolf",14,0.000105080297154574,61.5636594191228,0.000123426314490249,21,0.377733628095018,7433802,"biota"
"broomrape",20,0.000104842594370508,2913.74241561729,0.000122669283611384,36,0.377733628095018,7433802,"biota"
"goat antelope",14,0.000104714106708022,99.814835526398,0.000121654501216545,23,0.377733628095018,7433802,"biota"
"loosestrife and pomegranate family",20,0.000104409584518362,18.2270792679,0.00010690613641223,25,0.377733628095018,7433802,"biota"
"tabby cat",14,0.00010415500900143,59.8759586487347,0.000129366106080207,25,0.377733628095018,7433802,"biota"
"dianthus",20,0.000103966695167849,0,0.000106791969243913,11,0.377733628095018,7433802,"biota"
"colubridae",1,0.000103684042436128,219.858374360521,0.00012370113805047,27,0.377733628095018,7433802,"biota"
"inonotus",13,0.000102954507197603,181.829329280746,0.000118821292775665,21,0.377733628095018,7433802,"biota"
"stable",14,0.00010087041287506,172.248935407221,0.000124100273020601,32,0.377733628095018,7433802,"biota"
"forget me not",20,0.00010043176221185,117.616322214711,0.000121610117961814,20,0.377733628095018,7433802,"biota"
"large flowered evening primrose",20,9.99716138687207e-05,95.7689821570056,0.000111000111000111,24,0.377733628095018,7433802,"biota"
"calidrid",26,9.91016172056585e-05,2.74529343013048,0.00010529640939244,15,0.377733628095018,7433802,"biota"
"agaricus",13,9.81419972137707e-05,211.194957369271,0.000122940742562085,36,0.377733628095018,7433802,"biota"
"mallow family",20,9.68172286326633e-05,342.896023737161,0.000123594116920035,24,0.377733628095018,7433802,"biota"
"apiales",20,9.44359017903745e-05,167.806675326304,0.000114403386340236,31,0.377733628095018,7433802,"biota"
"tulip",20,9.36828467487072e-05,82.8259961854643,0.000121168060099358,22,0.377733628095018,7433802,"biota"
"condor",26,9.14840426007775e-05,83.4157974157642,0.000115807759119861,22,0.377733628095018,7433802,"biota"
"american crow",26,8.97087208621767e-05,377.286757293013,0.000127048659636641,24,0.377733628095018,7433802,"biota"
"czechoslovakian wolfdog",14,8.90469461328667e-05,44.7160992812982,0.000116441546343735,16,0.377733628095018,7433802,"biota"
"freshwater aquarium",14,8.8778722845097e-05,188.066165438837,0.000123992560446373,24,0.377733628095018,7433802,"biota"
"meadowsweet",20,8.80365511735523e-05,209.354552246399,0.000119331742243437,29,0.377733628095018,7433802,"biota"
"european shorthair",14,8.77293923359802e-05,146.537229283702,0.000122159784998778,25,0.377733628095018,7433802,"biota"
"coral reef fish",14,8.67198806556282e-05,106.065983974964,0.000118455342335939,15,0.377733628095018,7433802,"biota"
"parakeet",26,8.66604228124158e-05,170.590101277463,0.000130072840790843,26,0.377733628095018,7433802,"biota"
"matsutake",13,8.59382469457591e-05,154.731348277845,0.000116836078981189,30,0.377733628095018,7433802,"biota"
"raven",26,8.55421429140222e-05,333.59531075258,0.000118807175953428,22,0.377733628095018,7433802,"biota"
"cypripedium",20,8.4710890843876e-05,60.5088974691378,0.000121153380179307,16,0.377733628095018,7433802,"biota"
"verbascum",20,8.40808495329037e-05,434.285034692559,0.000123092072870507,31,0.377733628095018,7433802,"biota"
"sow thistles",20,8.15416642638379e-05,50.3584667149266,0.00010989010989011,25,0.377733628095018,7433802,"biota"
"rapeseed",20,8.00129332543554e-05,172.550043653882,0.000120148984741079,23,0.377733628095018,7433802,"biota"
"slug",1,7.98428720039895e-05,163.644332132494,0.000119388729703916,28,0.377733628095018,7433802,"biota"
"fiddlehead fern",20,7.93496875378827e-05,70.4299426322386,0.000115942028985507,22,0.377733628095018,7433802,"biota"
"longhorn beetle",1,7.88234961191546e-05,776.195632450966,0.000112120192846732,23,0.377733628095018,7433802,"biota"
"pansy",20,7.87262128636907e-05,3.00273953093293,9.16506278068005e-05,14,0.377733628095018,7433802,"biota"
"dowitcher",26,7.82487128889683e-05,1.65290873354633,0.000110314396028682,13,0.377733628095018,7433802,"biota"
"blanket flowers",20,7.77148990527804e-05,1362.98039302831,0.000114797382619676,29,0.377733628095018,7433802,"biota"
"dayflower family",20,7.6533454799442e-05,38.7347475118057,0.000108389334489486,21,0.377733628095018,7433802,"biota"
"geranium",20,7.65076374333806e-05,28.167777645816,0.000108683838713183,22,0.377733628095018,7433802,"biota"
"delphinium",20,7.51717126214206e-05,107.324686197175,0.00011741223435482,26,0.377733628095018,7433802,"biota"
"bellflower",20,7.49863545675761e-05,297.856715609236,0.000117660901282504,29,0.377733628095018,7433802,"biota"
"thistle",20,7.41131163562347e-05,421.11760492949,0.000123578843302027,26,0.377733628095018,7433802,"biota"
"auriculariales",13,7.35250123903268e-05,525.117022113389,0.000118920204542752,36,0.377733628095018,7433802,"biota"
"common tormentil",20,7.28499782691389e-05,64.8666460117125,0.00011795234725171,24,0.377733628095018,7433802,"biota"
"hydrangeaceae",20,7.09614389489191e-05,77.2779832391013,0.000119246362985929,28,0.377733628095018,7433802,"biota"
"saarloos wolfdog",14,7.08005221860794e-05,70.3201587314449,0.000117082308863131,14,0.377733628095018,7433802,"biota"
"four o clock family",20,7.05864338439547e-05,277.640956068862,0.00011213276519399,24,0.377733628095018,7433802,"biota"
"digitalis",20,7.00192004565559e-05,103.101651908049,0.000117123448114312,25,0.377733628095018,7433802,"biota"
"tree frog",1,6.82451742129704e-05,16.7280930276408,0.000113882245757886,17,0.377733628095018,7433802,"biota"
"mantis",1,6.77369991218242e-05,474.990149150233,0.00013024225058609,31,0.377733628095018,7433802,"biota"
"auriculariaceae",13,6.77191983369223e-05,244.08879641245,0.0001203514261644,30,0.377733628095018,7433802,"biota"
"seed plant",20,6.7421058628881e-05,47.2792295142239,0.000111209964412811,23,0.377733628095018,7433802,"biota"
"poppy family",20,6.72015459326097e-05,117.481965843082,0.000123107226394189,21,0.377733628095018,7433802,"biota"
"thorns spines and prickles",20,6.68086691901391e-05,160.227120534215,0.000124610591900312,26,0.377733628095018,7433802,"biota"
"orange lily",20,6.57781813752467e-05,0,0.000106394297265667,13,0.377733628095018,7433802,"biota"
"crocus",20,6.55008557689123e-05,101.140283616545,0.000120380402070543,18,0.377733628095018,7433802,"biota"
"paw",14,6.42140032572425e-05,162.479521817421,0.000126823081800888,30,0.377733628095018,7433802,"biota"
"american black bear",14,6.38355024968269e-05,5.23887419912001,0.000113765642775882,13,0.377733628095018,7433802,"biota"
"egret",26,6.3804912272629e-05,52.6869494706999,0.000117082308863131,20,0.377733628095018,7433802,"biota"
"lily family",20,6.31414106147692e-05,306.537250237692,0.000119274809160305,20,0.377733628095018,7433802,"biota"
"salamander",1,6.24529849118775e-05,114.400866629478,0.000119331742243437,17,0.377733628095018,7433802,"biota"
"honeysuckle",20,6.20410017444622e-05,3.42320292220089,0.000102701037280477,16,0.377733628095018,7433802,"biota"
"brambling",26,6.20304399782858e-05,20.5735379576555,0.00011142061281337,14,0.377733628095018,7433802,"biota"
"elm family",20,6.20143299254062e-05,42.7934039709273,0.000111123458162018,16,0.377733628095018,7433802,"biota"
"geraniales",20,6.18730501100878e-05,13.6458897215048,0.00010873110796999,20,0.377733628095018,7433802,"biota"
"chinese hibiscus",20,6.18108184951033e-05,35.6764955905713,0.000107793467715856,14,0.377733628095018,7433802,"biota"
"floribunda",20,6.14730060724646e-05,199.427819656828,0.00012640626975098,23,0.377733628095018,7433802,"biota"
"wolfdog",14,6.07005366927052e-05,26.5079799591126,0.000109950522264981,17,0.377733628095018,7433802,"biota"
"scarlet beebalm",20,5.94377588732959e-05,98.5594664393832,0.000118049817022784,20,0.377733628095018,7433802,"biota"
"bee balm",20,5.94377588732949e-05,98.5594664393832,0.000117522623104948,20,0.377733628095018,7433802,"biota"
"box turtle",1,5.9034191319323e-05,31.6545266012413,0.000118413262285376,18,0.377733628095018,7433802,"biota"
"mosquito",1,5.85439611321134e-05,32.2144577372995,0.000115713955102985,21,0.377733628095018,7433802,"biota"
"garden roses",20,5.80191895900278e-05,33.2644785889424,0.000115566855425864,23,0.377733628095018,7433802,"biota"
"echidna",14,5.77128203329679e-05,277.585880575582,0.000128287363694676,27,0.377733628095018,7433802,"biota"
"gentian family",20,5.7644039360323e-05,267.726023684162,0.000124517494708006,26,0.377733628095018,7433802,"biota"
"narrow leaved sundrops",20,5.7541843391548e-05,1.1984456394317,0.000108389334489486,16,0.377733628095018,7433802,"biota"
"hydrangea serrata",20,5.75083460368673e-05,57.7961236215119,0.000113442994895065,26,0.377733628095018,7433802,"biota"
"calendula",20,5.74259158815818e-05,160.256604500188,0.000120163422254266,20,0.377733628095018,7433802,"biota"
"morning glory family",20,5.67661024210291e-05,671.104997166774,0.000126486213002783,25,0.377733628095018,7433802,"biota"
"flatweed",20,5.67653415339517e-05,41.5317411536992,0.000116049669258443,19,0.377733628095018,7433802,"biota"
"onion genus",20,5.64033625543614e-05,508.291526525612,0.000124750499001996,30,0.377733628095018,7433802,"biota"
"foxtail lily",20,5.55246298778873e-05,85.606638149812,0.000115326951908661,20,0.377733628095018,7433802,"biota"
"burdock",1,5.54008485793445e-05,145.875197092654,0.00012134449702706,33,0.377733628095018,7433802,"biota"
"worm",1,5.53430432882303e-05,196.166870863194,0.000122324159021407,25,0.377733628095018,7433802,"biota"
"peony",20,5.53340607740259e-05,115.930217128311,0.000119161105815062,27,0.377733628095018,7433802,"biota"
"russula integra",13,5.50443403034564e-05,326.062161626617,0.000119431506031291,31,0.377733628095018,7433802,"biota"
"cicada",1,5.4977643117287e-05,7.26940354654038,0.000104449550866931,22,0.377733628095018,7433802,"biota"
"redshank",26,5.40765929149143e-05,83.7559088660718,0.000116468669927789,15,0.377733628095018,7433802,"biota"
"cosmos",20,5.37313395883446e-05,647.36659148884,0.000111123458162018,14,0.377733628095018,7433802,"biota"
"verbena family",20,5.31859010956157e-05,213.206762661611,0.000117302052785924,23,0.377733628095018,7433802,"biota"
"dung beetle",1,5.29535940251005e-05,3.68823700988571,0.000114876507754164,17,0.377733628095018,7433802,"biota"
"lavandula dentata",20,5.26990813068759e-05,118.921753791281,0.000117123448114312,24,0.377733628095018,7433802,"biota"
"rosa centifolia",20,5.17843814044809e-05,252.742572262571,0.000120105693009849,26,0.377733628095018,7433802,"biota"
"cougar",14,5.16428062668855e-05,2.21192202558295,0.000113071008593397,12,0.377733628095018,7433802,"biota"
"brassica rapa",20,5.09020740579492e-05,97.8400615818117,0.000122294239941299,23,0.377733628095018,7433802,"biota"
"wood sorrel family",20,5.05755439946374e-05,166.233915748939,0.000111931945377211,18,0.377733628095018,7433802,"biota"
"great egret",26,5.03455192596052e-05,32.6619965798306,0.000118455342335939,18,0.377733628095018,7433802,"biota"
"puma",14,4.90399616722917e-05,0.459808708504695,0.000109577032653956,11,0.377733628095018,7433802,"biota"
"silybum",20,4.87763712799227e-05,275.16310661775,0.00011936022917164,16,0.377733628095018,7433802,"biota"
"rose order",20,4.82386052619104e-05,77.4982163716027,0.000125,27,0.377733628095018,7433802,"biota"
"canna family",20,4.80118676072722e-05,156.9906856608,0.000114626318202659,21,0.377733628095018,7433802,"biota"
"hedge",20,4.77648410880969e-05,22.0745158013243,0.000122040517451794,13,0.377733628095018,7433802,"biota"
"yarrow",20,4.7487261496889e-05,733.59057924704,0.000119774823332136,34,0.377733628095018,7433802,"biota"
"arrowgrass family",20,4.71626800606727e-05,214.995185154859,0.000119789171058936,18,0.377733628095018,7433802,"biota"
"common pet parakeet",26,4.69864510819874e-05,32.5641160230357,0.000121921482565228,18,0.377733628095018,7433802,"biota"
"orchid",20,4.64259785846065e-05,88.200761544227,0.000120048019207683,18,0.377733628095018,7433802,"biota"
"geraniaceae",20,4.62291063730087e-05,17.7975571355905,0.000112384805574286,17,0.377733628095018,7433802,"biota"
"castilleja",20,4.60255526503331e-05,256.329930527387,0.000117508813160987,17,0.377733628095018,7433802,"biota"
"lingzhi mushroom",13,4.59188384245782e-05,343.989214866094,0.000120307988450433,24,0.377733628095018,7433802,"biota"
"poppy",20,4.58361523675115e-05,50.4072210337559,0.000118623962040332,17,0.377733628095018,7433802,"biota"
"crassocephalum",20,4.57019883639699e-05,187.681179626568,0.000114364135407136,19,0.377733628095018,7433802,"biota"
"dame's rocket",20,4.51413540099049e-05,211.574771579437,0.000116931711880262,21,0.377733628095018,7433802,"biota"
"prunus",20,4.46224852928022e-05,0,8.36680053547523e-05,9,0.377733628095018,7433802,"biota"
"chives",20,4.41128137244238e-05,226.348329108303,0.00012102142079148,28,0.377733628095018,7433802,"biota"
"verbena",20,4.34393024767544e-05,208.014146440247,0.000115393491807062,21,0.377733628095018,7433802,"biota"
"dragon li",14,4.25718892685663e-05,0,0.000107863229425089,14,0.377733628095018,7433802,"biota"
"polyporales",13,4.25508009624841e-05,267.64162516117,0.000120048019207683,25,0.377733628095018,7433802,"biota"
"parrot",26,4.20714383414817e-05,145.857401651109,0.000123839009287926,20,0.377733628095018,7433802,"biota"
"pignut",20,4.20310457685772e-05,7.8536988212783,0.00011075423634954,15,0.377733628095018,7433802,"biota"
"lithobates",1,4.19580169612176e-05,2.46698596790328,0.000111123458162018,11,0.377733628095018,7433802,"biota"
"tarantula",1,4.13442792333948e-05,96.573873094437,0.000112271247333558,20,0.377733628095018,7433802,"biota"
"amaranth family",20,4.08822480552951e-05,52.6800517920878,0.00012058362474376,19,0.377733628095018,7433802,"biota"
"tanacetum parthenium",20,4.03938191462573e-05,432.909811946469,0.000125266190655142,23,0.377733628095018,7433802,"biota"
"hippeastrum",20,3.98432840439328e-05,183.410280166348,0.000110229276895944,17,0.377733628095018,7433802,"biota"
"aegean cat",14,3.83687956541575e-05,6.51961826921841,0.000112905046855594,16,0.377733628095018,7433802,"biota"
"mustard",20,3.78247480571968e-05,106.44884225947,0.000116279069767442,23,0.377733628095018,7433802,"biota"
"morning glory",20,3.71808737064314e-05,50.3224921025985,0.000122115032360484,16,0.377733628095018,7433802,"biota"
"european garden spider",1,3.63640082382867e-05,0,0.000102375102375102,18,0.377733628095018,7433802,"biota"
"passion flower family",20,3.60656358862369e-05,71.2442976655844,0.000114207400639561,11,0.377733628095018,7433802,"biota"
"ant",1,3.52574926337866e-05,106.1811587759,0.000110363094581172,20,0.377733628095018,7433802,"biota"
"dayflower",20,3.46639654705878e-05,17.4717132186805,0.000108695652173913,16,0.377733628095018,7433802,"biota"
"rosa canina",20,3.34520116464485e-05,3.56785957042623,0.000109733347964446,16,0.377733628095018,7433802,"biota"
"sulfur cosmos",20,3.13925139481778e-05,169.585719762082,0.000114810562571757,16,0.377733628095018,7433802,"biota"
"ground beetle",1,3.11317979683062e-05,1.26178341428603,9.13325417846379e-05,15,0.377733628095018,7433802,"biota"
"ladybird",1,3.06423705117819e-05,20.8134274265583,0.000115593572997341,17,0.377733628095018,7433802,"biota"
"tremellomycetes",13,2.98995445315965e-05,984.312949651901,0.000120612712579906,26,0.377733628095018,7433802,"biota"
"rue",20,2.96517202431099e-05,139.56641533453,0.000118581762124985,17,0.377733628095018,7433802,"biota"
"cutleaf evening primrose",20,2.9238435428559e-05,22.3924229806294,0.000106326422115896,16,0.377733628095018,7433802,"biota"
"hedgehog",14,2.90577346344636e-05,335.685148347023,0.000121610117961814,24,0.377733628095018,7433802,"biota"
"cicely",20,2.89838039543502e-05,123.201289995325,0.000113109376767334,21,0.377733628095018,7433802,"biota"
"tangle web spider",1,2.87198410764585e-05,161.850466369249,0.000108825769942322,19,0.377733628095018,7433802,"biota"
"domesticated hedgehog",14,2.79515144318078e-05,35.1865963301902,0.000117564072419469,15,0.377733628095018,7433802,"biota"
"hierochloe",20,2.75709922335886e-05,19.1018184005014,0.000110877037365562,12,0.377733628095018,7433802,"biota"
"urtica",1,2.74889972182352e-05,486.863069568226,0.000119545726240287,26,0.377733628095018,7433802,"biota"
"mouse",14,2.73331421904354e-05,127.261736523525,0.000116265550517382,15,0.377733628095018,7433802,"biota"
"germanders",20,2.62496081913704e-05,0.0149253731343284,9.23361034164358e-05,17,0.377733628095018,7433802,"biota"
"angelica",20,2.58601169233528e-05,65.0969692698812,0.000111969544283955,15,0.377733628095018,7433802,"biota"
"canada columbine",20,2.58193742544126e-05,2.3033937247414,0.000101936799184506,12,0.377733628095018,7433802,"biota"
"domestic long haired cat",14,2.55698812830635e-05,0.00675675675675676,9.71156647567253e-05,13,0.377733628095018,7433802,"biota"
"evening primrose family",20,2.51420887570373e-05,48.7938423157101,0.000110168557893577,16,0.377733628095018,7433802,"biota"
"hollyhocks",20,2.47661189090833e-05,220.753373648139,0.000115526802218115,19,0.377733628095018,7433802,"biota"
"coquelicot",20,2.36891719177446e-05,32.3921537269602,0.000122639195486878,14,0.377733628095018,7433802,"biota"
"evergreen candytuft",20,2.3173310478846e-05,206.156130626639,0.000113019891500904,16,0.377733628095018,7433802,"biota"
"pezizales",13,2.2621462301931e-05,27.925251869555,0.000102679946606428,20,0.377733628095018,7433802,"biota"
"french lavender",20,2.24063370286046e-05,137.99172401483,0.000118119536971415,16,0.377733628095018,7433802,"biota"
"common rue",20,2.22278483472012e-05,0,0.00011039964672113,13,0.377733628095018,7433802,"biota"
"dactylorhiza praetermissa",20,2.10515288264291e-05,102.049272650465,0.000117550252733043,18,0.377733628095018,7433802,"biota"
"shiitake",13,2.00961555541705e-05,573.897111217754,0.000124054087582186,26,0.377733628095018,7433802,"biota"
"bombay",14,1.96581381945076e-05,2.84006131658809,0.000112994350282486,15,0.377733628095018,7433802,"biota"
"cabbage butterfly",1,1.953110204034e-05,0,0.00010564124234101,12,0.377733628095018,7433802,"biota"
"araneus cavaticus",1,1.89091677145818e-05,0,0.000103124677735382,16,0.377733628095018,7433802,"biota"
"anguidae",1,1.86390118998659e-05,0,8.06126561870214e-05,13,0.377733628095018,7433802,"biota"
"yellow garden spider",1,1.7831284885768e-05,29.3699925624482,0.000105618926911703,14,0.377733628095018,7433802,"biota"
"garter snake",1,1.71509078186925e-05,0,7.36973984818336e-05,12,0.377733628095018,7433802,"biota"
"thimbleberry",20,1.69817513174862e-05,106.449142076296,0.00011839924224485,17,0.377733628095018,7433802,"biota"
"viper",1,1.62514844089495e-05,41.3030237844854,0.000112968820605513,16,0.377733628095018,7433802,"biota"
"hen of the wood",13,1.53361215308163e-05,190.557653655444,0.000117966261649168,20,0.377733628095018,7433802,"biota"
"salmonberry",20,1.48746135309257e-05,1033.44328992094,0.000118021952083087,23,0.377733628095018,7433802,"biota"
"tiger beetle",1,1.27352932259933e-05,0.173781252740413,0.00010653030787259,12,0.377733628095018,7433802,"biota"
"discinaceae",13,1.22721266461088e-05,57.8757887859483,0.000110963160230803,20,0.377733628095018,7433802,"biota"
"elapidae",1,1.17696440360276e-05,4.8705097699182,0.000110692937790569,10,0.377733628095018,7433802,"biota"
"pleurotus eryngii",13,1.09962258936116e-05,132.652990165635,0.000117481203007519,23,0.377733628095018,7433802,"biota"
"rattlesnake",1,1.06414797086243e-05,616.810247949599,0.000108861310690181,15,0.377733628095018,7433802,"biota"
"wood ear",13,8.31702502095664e-06,115.853995453849,0.000118455342335939,20,0.377733628095018,7433802,"biota"
"champignon mushroom",13,7.78831578413364e-06,199.103134376526,0.000114038088721633,16,0.377733628095018,7433802,"biota"
"dog like mammal",24,0.0697718041391058,5908.30972828346,0.000146670577882077,490,0.377733628095018,7433802,"dogs"
"dog",24,0.0630442396949882,5618.63455514313,0.000145518044237485,458,0.377733628095018,7433802,"dogs"
"dog breed group",24,0.0337746824811929,15905.2401227257,0.000145708873670407,324,0.377733628095018,7433802,"dogs"
"dog breed",24,0.0273321069070836,6681.25269888942,0.000146606069491277,337,0.377733628095018,7433802,"dogs"
"carnivoran",24,0.00868400902183721,22804.0376695508,0.000147405660377358,294,0.377733628095018,7433802,"dogs"
"karelian bear dog",24,0.00781839013357851,386.963585504554,0.0001215953307393,60,0.377733628095018,7433802,"dogs"
"border collie",24,0.00397142744870665,210.705091971545,0.000125376128385155,57,0.377733628095018,7433802,"dogs"
"dog crossbreeds",24,0.0031651430094165,7397.37856044255,0.000139528394028185,142,0.377733628095018,7433802,"dogs"
"sporting group",24,0.00271229075647999,6736.61906651167,0.000141803743618832,103,0.377733628095018,7433802,"dogs"
"retriever",24,0.00245387883790592,2262.94787846617,0.000144050705848459,91,0.377733628095018,7433802,"dogs"
"puppy",24,0.00239946999682581,12972.6076653219,0.000140134529147982,121,0.377733628095018,7433802,"dogs"
"labrador retriever",24,0.00213293034244904,2573.73122788409,0.000140666760444507,82,0.377733628095018,7433802,"dogs"
"east siberian laika",24,0.00205080403758331,64.132199707403,0.00011037527593819,20,0.377733628095018,7433802,"dogs"
"siberian husky",24,0.00173798659952953,1101.82406498165,0.000122189638318671,42,0.377733628095018,7433802,"dogs"
"companion dog",24,0.00150352621218106,6543.36763523378,0.000139645300935624,104,0.377733628095018,7433802,"dogs"
"hunting dog",24,0.000928456771478388,2911.9611622215,0.000135611608353675,72,0.377733628095018,7433802,"dogs"
"golden retriever",24,0.000897176482260933,656.283418271274,0.00013349352556401,47,0.377733628095018,7433802,"dogs"
"street dog",24,0.000814013410847572,2995.37818843576,0.00013262599469496,65,0.377733628095018,7433802,"dogs"
"boston terrier",24,0.000581625963874488,747.580752115794,0.000134716421931833,45,0.377733628095018,7433802,"dogs"
"beagle",24,0.000569142394853734,583.916806559606,0.000130633572828217,53,0.377733628095018,7433802,"dogs"
"lapponian herder",24,0.000554054102176422,102.088135374312,0.000109206071857595,20,0.377733628095018,7433802,"dogs"
"greenland dog",24,0.000495088480143187,3.80507377631387,0.000101337657073368,19,0.377733628095018,7433802,"dogs"
"miniature schnauzer",24,0.000481730415816232,207.840021628174,0.000116959064327485,29,0.377733628095018,7433802,"dogs"
"hound",24,0.000480959716417234,1239.05817262835,0.000126071608673727,54,0.377733628095018,7433802,"dogs"
"terrier",24,0.00047481799241466,1349.85259491914,0.000125281884239539,42,0.377733628095018,7433802,"dogs"
"dog clothes",24,0.000461731042628758,228.926394763391,0.000121817517358996,26,0.377733628095018,7433802,"dogs"
"harrier",24,0.000450512033103285,3320.08790732426,0.000131319763624425,60,0.377733628095018,7433802,"dogs"
"vulnerable native breeds",24,0.000437166997529779,1087.2159857325,0.00012134449702706,44,0.377733628095018,7433802,"dogs"
"schnoodle",24,0.000411762525536577,4475.78797960631,0.000130599451482304,47,0.377733628095018,7433802,"dogs"
"borador",24,0.000363307050762003,10.5973195196586,0.000108342361863489,25,0.377733628095018,7433802,"dogs"
"pomeranian",24,0.000356987000022154,2270.40758311686,0.000133779264214047,38,0.377733628095018,7433802,"dogs"
"japanese spitz",24,0.000345704746058511,60.6003880932549,0.000116931711880262,20,0.377733628095018,7433802,"dogs"
"samoyed",24,0.000322956414586137,89.9972296652469,0.000117855038302887,24,0.377733628095018,7433802,"dogs"
"australian cattle dog",24,0.000312041928439673,198.827293394563,0.000113199003848766,23,0.377733628095018,7433802,"dogs"
"spitz",24,0.000309476554827063,657.078896466416,0.000121124031007752,27,0.377733628095018,7433802,"dogs"
"spanish water dog",24,0.000299055366838894,113.079960437059,0.000130174433741213,26,0.377733628095018,7433802,"dogs"
"west highland white terrier",24,0.000285392103164449,14.7470401786836,0.000116631677163518,22,0.377733628095018,7433802,"dogs"
"treeing walker coonhound",24,0.000268519629410522,1115.5370734998,0.000121980970968529,38,0.377733628095018,7433802,"dogs"
"schnauzer",24,0.000267366837123481,85.2719752250833,0.000112233445566779,24,0.377733628095018,7433802,"dogs"
"obedience training",24,0.00024618690095193,74.9005401880765,0.000124564025909317,26,0.377733628095018,7433802,"dogs"
"sakhalin husky",24,0.000234294658678766,134.734263318314,0.000116279069767442,17,0.377733628095018,7433802,"dogs"
"welsh sheepdog",24,0.00021909996717034,152.502153570489,0.000110840168477056,17,0.377733628095018,7433802,"dogs"
"broholmer",24,0.000218462351622791,731.174675511008,0.0001220703125,34,0.377733628095018,7433802,"dogs"
"english foxhound",24,0.000215931526100103,132.48535949002,0.000118680275338239,26,0.377733628095018,7433802,"dogs"
"bernese mountain dog",24,0.000195474502762369,56.6535234358888,0.000125109470786939,18,0.377733628095018,7433802,"dogs"
"plott hound",24,0.0001768448188246,515.700526215379,0.000115754138210441,28,0.377733628095018,7433802,"dogs"
"non sporting group",24,0.000176199753516627,490.83242876755,0.000125234815278647,22,0.377733628095018,7433802,"dogs"
"rhodesian ridgeback",24,0.000165141011412329,1051.46014840961,0.000123380629241209,28,0.377733628095018,7433802,"dogs"
"american foxhound",24,0.000161658407073665,51.9706113889607,0.000114207400639561,22,0.377733628095018,7433802,"dogs"
"greyhound",24,0.000151353047291719,710.559771820153,0.000138389150290617,41,0.377733628095018,7433802,"dogs"
"obedience trial",24,0.00015052797930267,448.146765266564,0.000124192747143567,21,0.377733628095018,7433802,"dogs"
"patterdale terrier",24,0.000142680993879315,360.888633151821,0.000118539592223803,25,0.377733628095018,7433802,"dogs"
"cardigan welsh corgi",24,0.000137021073650922,344.327195204949,0.000119047619047619,20,0.377733628095018,7433802,"dogs"
"german spitz",24,0.000137000265102568,48.4825956434138,0.000123456790123457,23,0.377733628095018,7433802,"dogs"
"standard schnauzer",24,0.000133918504983382,1.57562274880742,9.79144227944776e-05,15,0.377733628095018,7433802,"dogs"
"pug",24,0.000126015831334923,8.11532681736622,0.000115420129270545,15,0.377733628095018,7433802,"dogs"
"goldendoodle",24,0.000118552694119249,50.0043914739015,0.000112968820605513,24,0.377733628095018,7433802,"dogs"
"cavalier king charles spaniel",24,0.000117558854430159,175.517982876573,0.000128716694555284,20,0.377733628095018,7433802,"dogs"
"nova scotia duck tolling retriever",24,0.000117185722143512,134.54384205265,0.000123685837971552,21,0.377733628095018,7433802,"dogs"
"estonian hound",24,0.000116546527449393,7.26726556872347,0.000111781801922647,20,0.377733628095018,7433802,"dogs"
"beagle harrier",24,0.00011560284067535,14.3225576719903,0.000104025798398003,22,0.377733628095018,7433802,"dogs"
"flat coated retriever",24,0.000115021564350231,14.255424387004,0.000108601216333623,21,0.377733628095018,7433802,"dogs"
"shih tzu",24,0.000114957753871397,426.60825560614,0.00011937447773666,25,0.377733628095018,7433802,"dogs"
"weimaraner",24,0.000112887256723577,50.8361681917505,0.000125125125125125,22,0.377733628095018,7433802,"dogs"
"whippet",24,0.000110493081989806,1353.82476334689,0.000136314067611778,31,0.377733628095018,7433802,"dogs"
"lhasa apso",24,0.000110043835155523,38.2541642089805,0.000117260787992495,20,0.377733628095018,7433802,"dogs"
"puppy love",24,0.00010305261323819,167.214666532122,0.00011741223435482,29,0.377733628095018,7433802,"dogs"
"poodle",24,9.7925393718107e-05,194.356730878856,0.000120235661897319,21,0.377733628095018,7433802,"dogs"
"italian greyhound",24,9.451424906331e-05,492.699855842419,0.000132222662964432,30,0.377733628095018,7433802,"dogs"
"havanese",24,9.42130139942216e-05,51.4798728571861,0.000113856313332574,21,0.377733628095018,7433802,"dogs"
"german spitz klein",24,9.341237779573e-05,29.2082637069307,0.000113430127041742,18,0.377733628095018,7433802,"dogs"
"redbone coonhound",24,9.05032651984311e-05,132.905855096847,0.000111470293166871,21,0.377733628095018,7433802,"dogs"
"rare breed dog",24,9.00997621238311e-05,51.2556395627959,0.000104515050167224,21,0.377733628095018,7433802,"dogs"
"guard dog",24,8.93791962703549e-05,44.8697571297914,0.000117027501462844,15,0.377733628095018,7433802,"dogs"
"finnish hound",24,8.83036194809075e-05,0,8.43383655224762e-05,18,0.377733628095018,7433802,"dogs"
"huntaway",24,8.73598353160922e-05,35.8077268772933,0.000116795141322121,19,0.377733628095018,7433802,"dogs"
"pointer",24,8.04209423279656e-05,376.16401407077,0.000120467413564631,24,0.377733628095018,7433802,"dogs"
"spaniel",24,7.92701063945818e-05,199.761201407771,0.000118891927238141,20,0.377733628095018,7433802,"dogs"
