"","tag","freq","prop","pct"
"344","archaeological site",620,0.00394751083973743,0.926945980433858
"345","glacial landform",620,0.00394751083973743,0.926945980433858
"346","head",618,0.00393477693380279,0.92662696724798
"347","pine family",617,0.00392840998083547,0.926414291790727
"348","mountaineering",610,0.00388384131006424,0.926201616333475
"349","helmet",605,0.00385200654522765,0.925988940876223
"350","equestrian",604,0.00384563959226033,0.925776265418971
"351","rapid",602,0.0038329056863257,0.925563589961718
"352","wheel",596,0.00379470396852178,0.925350914504466
"353","chaparral",593,0.00377560310961983,0.925031901318588
"354","cumulus",593,0.00377560310961983,0.925031901318588
"355","entertainment",589,0.00375013529775056,0.924606550404083
"356","outerwear",589,0.00375013529775056,0.924606550404083
"357","road trip",576,0.00366736490917542,0.924287537218205
"358","luxury vehicle",574,0.00365463100324078,0.923968524032327
"359","ship",574,0.00365463100324078,0.923968524032327
"360","white",571,0.00363553014433882,0.923649510846448
"361","twig",570,0.00362916319137151,0.923436835389196
"362","barn",560,0.00356549366169832,0.923117822203318
"363","brush footed butterfly",560,0.00356549366169832,0.923117822203318
"364","beauty",555,0.00353365889686173,0.922798809017439
"365","public transport",552,0.00351455803795977,0.922586133560187
"366","senior citizen",550,0.00350182413202514,0.922373458102935
"367","winter storm",547,0.00348272327312318,0.922160782645683
"368","controlled access highway",546,0.00347635632015586,0.921841769459804
"369","technology",546,0.00347635632015586,0.921841769459804
"370","historic site",544,0.00346362241422123,0.921522756273926
"371","annual plant",539,0.00343178764938463,0.921203743088048
"372","hut",539,0.00343178764938463,0.921203743088048
"373","chin",536,0.00341268679048268,0.920778392173543
"374","tundra",536,0.00341268679048268,0.920778392173543
"375","performance",535,0.00340631983751536,0.920459378987665
"376","mountain pass",533,0.00339358593158072,0.920246703530413
"377","lunch",531,0.00338085202564609,0.92003402807316
"378","facial hair",525,0.00334265030784218,0.919821352615908
"379","vintage car",524,0.00333628335487486,0.919608677158656
"380","livestock",523,0.00332991640190754,0.919396001701404
"381","off roading",522,0.00332354944894022,0.919076988515525
"382","polo",522,0.00332354944894022,0.919076988515525
"383","lighthouse",521,0.0033171824959729,0.918757975329647
"384","alps",516,0.00328534773113631,0.918438962143769
"385","soccer player",516,0.00328534773113631,0.918438962143769
"386","tourist attraction",514,0.00327261382520167,0.91811994895789
"387","automotive tire",512,0.00325987991926704,0.917907273500638
"388","cape",510,0.0032471460133324,0.917694598043386
"389","dress",500,0.00318347648365922,0.917481922586134
"390","aerial photography",489,0.00311344000101871,0.917269247128881
"391","brunch",488,0.00310707304805139,0.917056571671629
"392","drink",485,0.00308797218914944,0.916843896214377
"393","fungus",482,0.00306887133024748,0.916631220757125
"394","cow goat family",481,0.00306250437728017,0.916418545299872
"395","youth",480,0.00305613742431285,0.91620586984262
"396","textile",479,0.00304977047134553,0.915993194385368
"397","carnivoran",476,0.00303066961244357,0.91567418119949
"398","suburb",476,0.00303066961244357,0.91567418119949
"399","jockey",473,0.00301156875354162,0.915355168013611
"400","cattle like mammal",469,0.00298610094167234,0.915036154827733
"401","musician",469,0.00298610094167234,0.915036154827733
"402","antique car",464,0.00295426617683575,0.914717141641855
"403","mansion",462,0.00294153227090111,0.914504466184602
"404","flight",460,0.00292879836496648,0.91429179072735
"405","grazing",456,0.0029033305530972,0.914079115270098
"406","lake district",454,0.00289059664716257,0.913760102084219
"407","oar",454,0.00289059664716257,0.913760102084219
"408","sea kayak",453,0.00288422969419525,0.913334751169715
"409","temperate coniferous forest",453,0.00288422969419525,0.913334751169715
"410","competition event",450,0.00286512883529329,0.913015737983837
"411","racing",444,0.00282692711748938,0.912803062526584
"412","duck",443,0.00282056016452206,0.912590387069332
"413","badlands",442,0.00281419321155475,0.91237771161208
"414","swimming pool",441,0.00280782625858743,0.912165036154828
"415","motorcycle",439,0.00279509235265279,0.911846022968949
"416","motorcycling",439,0.00279509235265279,0.911846022968949
"417","endurance sports",438,0.00278872539968547,0.911420672054445
"418","restaurant",438,0.00278872539968547,0.911420672054445
"419","marsh",437,0.00278235844671815,0.911101658868567
"420","ducks geese and swans",435,0.00276962454078352,0.910782645682688
"421","nordic skiing",435,0.00276962454078352,0.910782645682688
"422","cool",431,0.00274415672891424,0.910357294768184
"423","star",431,0.00274415672891424,0.910357294768184
"424","music",430,0.00273778977594693,0.910038281582305
"425","stallion",428,0.00272505587001229,0.909825606125053
"426","ancient history",427,0.00271868891704497,0.909293917481923
"427","aviation",427,0.00271868891704497,0.909293917481923
"428","church",427,0.00271868891704497,0.909293917481923
"429","tournament",427,0.00271868891704497,0.909293917481923
"430","agriculture",426,0.00271232196407765,0.908762228838792
"431","computer wallpaper",425,0.00270595501111033,0.908230540195661
"432","motorsport",425,0.00270595501111033,0.908230540195661
"433","stage",425,0.00270595501111033,0.908230540195661
"434","terrestrial animal",425,0.00270595501111033,0.908230540195661
"435","nectar",418,0.0026613863403391,0.907698851552531
"436","canoeing",416,0.00264865243440447,0.907486176095279
"437","forehead",414,0.00263591852846983,0.907273500638026
"438","horn",412,0.00262318462253519,0.906954487452148
"439","living room",412,0.00262318462253519,0.906954487452148
"440","fir",411,0.00261681766956788,0.90663547426627
"441","automotive wheel system",410,0.00261045071660056,0.906422798809017
"442","edible mushroom",408,0.00259771681066592,0.906103785623139
"443","mushroom",408,0.00259771681066592,0.906103785623139
"444","truck",405,0.00257861595176396,0.905784772437261
"445","hand",403,0.00256588204582933,0.905572096980009
"446","ski pole",400,0.00254678118692737,0.905359421522756
"447","chair",399,0.00254041423396005,0.905040408336878
"448","feather",399,0.00254041423396005,0.905040408336878
"449","hardwood",398,0.00253404728099274,0.904721395151
"450","ecoregion",397,0.00252768032802542,0.904508719693747
"451","street sign",396,0.0025213133750581,0.904296044236495
"452","cross country skiing",395,0.00251494642209078,0.903977031050617
"453","fur",395,0.00251494642209078,0.903977031050617
"454","advertising",391,0.00248947861022151,0.903551680136112
"455","breakfast",391,0.00248947861022151,0.903551680136112
"456","fashion accessory",389,0.00247674470428687,0.903019991492982
"457","glass",389,0.00247674470428687,0.903019991492982
"458","whiskers",389,0.00247674470428687,0.903019991492982
"459","conifer",387,0.00246401079835223,0.902594640578477
"460","art",386,0.00245764384538491,0.902381965121225
"461","midnight",381,0.00242580908054832,0.902169289663973
"462","agaricomycetes",380,0.002419442127581,0.901743938749468
"463","arm",380,0.002419442127581,0.901743938749468
"464","string instrument",380,0.002419442127581,0.901743938749468
"465","harbor",377,0.00240034126867905,0.900999574649086
"466","medicinal mushroom",377,0.00240034126867905,0.900999574649086
"467","rein",377,0.00240034126867905,0.900999574649086
"468","watercraft rowing",377,0.00240034126867905,0.900999574649086
"469","ceiling",376,0.00239397431571173,0.900467886005955
"470","ferry",375,0.00238760736274441,0.900255210548703
"471","marina",372,0.00236850650384246,0.90004253509145
"472","wedding",370,0.00235577259790782,0.899829859634198
"473","perching bird",369,0.0023494056449405,0.899617184176946
"474","aircraft",367,0.00233667173900586,0.899298170991068
"475","friendship",367,0.00233667173900586,0.899298170991068
"476","hairstyle",366,0.00233030478603855,0.898979157805189
"477","canoe",365,0.00232393783307123,0.898553806890685
"478","daylighting",365,0.00232393783307123,0.898553806890685
"479","place of worship",365,0.00232393783307123,0.898553806890685
"480","plant stem",363,0.00231120392713659,0.89812845597618
"481","new year's eve",361,0.00229847002120195,0.897915780518928
"482","tire",360,0.00229210306823464,0.89759676733305
"483","walking",360,0.00229210306823464,0.89759676733305
"484","maple tree",359,0.00228573611526732,0.897277754147171
"485","bombycidae",355,0.00226026830339804,0.896958740961293
"486","electronic device",355,0.00226026830339804,0.896958740961293
"487","wind wave",354,0.00225390135043072,0.896639727775415
"488","airplane",351,0.00223480049152877,0.896320714589536
"489","mouth",351,0.00223480049152877,0.896320714589536
"490","steeple",349,0.00222206658559413,0.896001701403658
"491","bayou",346,0.00220296572669218,0.89568268821778
"492","groundcover",346,0.00220296572669218,0.89568268821778
"493","crop",344,0.00219023182075754,0.895363675031901
"494","blond",342,0.0021774979148229,0.895044661846023
"495","seabird",342,0.0021774979148229,0.895044661846023
"496","concert",340,0.00216476400888827,0.894725648660145
"497","fish",339,0.00215839705592095,0.894512973202892
"498","kayaking",338,0.00215203010295363,0.89430029774564
"499","arête",334,0.00212656229108436,0.893981284559762
"500","fence",334,0.00212656229108436,0.893981284559762
"501","daisy family",333,0.00212019533811704,0.893662271373883
"502","material",329,0.00209472752624776,0.893449595916631
"503","human body",328,0.00208836057328045,0.893236920459379
"504","honey bee",326,0.00207562666734581,0.893024245002127
"505","human",325,0.00206925971437849,0.892811569544875
"506","bee",324,0.00206289276141117,0.892492556358996
"507","costume",324,0.00206289276141117,0.892492556358996
"508","bicycle accessory",323,0.00205652580844385,0.891854529987239
"509","festival",323,0.00205652580844385,0.891854529987239
"510","moss",323,0.00205652580844385,0.891854529987239
"511","old world flycatcher",323,0.00205652580844385,0.891854529987239
"512","shoulder",322,0.00205015885547653,0.891322841344109
"513","urban area",321,0.00204379190250922,0.891110165886857
"514","bride",316,0.00201195713767262,0.890897490429604
"515","musical instrument",315,0.00200559018470531,0.890684814972352
"516","bicycle racing",314,0.00199922323173799,0.890259464057848
"517","eyebrow",314,0.00199922323173799,0.890259464057848
"518","wing",314,0.00199922323173799,0.890259464057848
"519","painting",312,0.00198648932580335,0.889834113143343
"520","dairy cow",311,0.00198012237283603,0.889515099957465
"521","pollen",311,0.00198012237283603,0.889515099957465
"522","motocross",310,0.00197375541986871,0.88908974904296
"523","t shirt",310,0.00197375541986871,0.88908974904296
"524","canal",309,0.0019673884669014,0.888770735857082
"525","botanical garden",308,0.00196102151393408,0.88855806039983
